Desktop File Name	Name	Generic Name	Comments	Command	Terminal/UI	Display	Show	MIME Types	Categories	Keywords
gimp.desktop	GNU Image Manipulation Program	Image Editor	Create images and edit photographs	"gimp-2.10 %U"	UI	OnDisplay	Shown	image/bmp, image/g3fax, image/gif, image/x-fits, image/x-pcx, image/x-portable-anymap, image/x-portable-bitmap, image/x-portable-graymap, image/x-portable-pixmap, image/x-psd, image/x-sgi, image/x-tga, image/x-xbitmap, image/x-xwindowdump, image/x-xcf, image/x-compressed-xcf, image/x-gimp-gbr, image/x-gimp-pat, image/x-gimp-gih, image/x-sun-raster, image/tiff, image/jpeg, image/x-psp, application/postscript, image/png, image/x-icon, image/x-xpixmap, image/x-exr, image/webp, image/x-webp, image/svg+xml, application/pdf, image/x-wmf, image/jp2, image/x-xcursor, image/openraster	Graphics, 2DGraphics, RasterGraphics, GTK	GIMP, graphic, design, illustration, painting
io.github.Hexchat.desktop	HexChat	IRC Client	Chat with other people online	"hexchat --existing %U"	UI	OnDisplay	Shown	x-scheme-handler/irc, x-scheme-handler/ircs	GTK, Network, IRCClient	IM, Chat
org.kde.ktouch.desktop	KTouch	Touch Typing Tutor	Learn typing without looking for keys	"ktouch"	UI	OnDisplay	Shown		Qt, KDE, Education, X-KDE-Edu-Misc	
org.kde.akonadi_ews_resource.desktop	Microsoft Exchange Server (EWS)			"akonadi_ews_resource"	UI	NoDisplay	Shown			
org.kde.kbreakout.desktop	KBreakOut	Breakout-like Game	Classic arcade game	"kbreakout -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, ArcadeGame	
org.kde.kwin_rules_dialog.desktop	Window Rules			"kwin_rules_dialog"	UI	NoDisplay	Shown			
org.kde.filelight.desktop	Filelight	Disk Usage Statistics	Show disk usage and delete unused files	"filelight %u"	UI	OnDisplay	Shown	inode/directory	Qt, KDE, Utility	disk, drive, space, storage, usage
org.kde.headerthemeeditor.desktop	KMail Header Theme Editor	Mail Header Theme Editor		"headerthemeeditor"	UI	OnDisplay	Shown		Qt, KDE, Office, Network, Email	
xscreensaver.desktop	XScreenSaver		XScreenSaver daemon: screen saver and locker	"xscreensaver"	UI	OnDisplay	Shown		Screensaver, Security, GNOME, GTK, KDE, Motif, Qt	
okularApplication_epub.desktop	Okular	Document Viewer	Universal document viewer	"okular %U"	UI	NoDisplay	Shown	application/epub+zip	Qt, KDE, Graphics, Viewer	
kcm_access.desktop	Accessibility			"systemsettings kcm_access"	UI	NoDisplay	Shown			
org.fcitx.fcitx5-config-qt.desktop	Fcitx 5 Configuration	Input Method Configuration	Change Fcitx 5 Configuration	"fcitx5-config-qt"	UI	NoDisplay	Shown		Settings	
org.kde.kdevelop_ps.desktop	KDevelop (Pick Session)	Integrated Development Environment (Pick Session to start with)		"kdevelop --ps"	UI	OnDisplay	Shown		Qt, KDE, Development, IDE	
kcm_krunnersettings.desktop	KRunner Settings			"kcmshell5 kcm_krunnersettings"	UI	NoDisplay	Shown			
kfmclient_war.desktop	Konqueror			"kfmclient --mimetype application/x-webarchive openURL %u"	UI	NoDisplay	Shown	application/x-webarchive	Qt, KDE, System	
xfig.desktop	xfig		Facility for Interactive Generation of figures under X11	"/usr/bin/xfig %f"	UI	OnDisplay	Shown	application/x-xfig	Graphics	vector, graphics, figure, drawing
kcm_kscreen.desktop	Display Configuration			"systemsettings kcm_kscreen"	UI	NoDisplay	Shown			
org.kde.kwordquiz.desktop	KWordQuiz	Flash Card Trainer	A flashcard and vocabulary learning program	"kwordquiz %u -qwindowtitle %c"	UI	OnDisplay	Shown	application/x-kvtml	Qt, KDE, Education, Languages	
org.kde.kompare.desktop	Kompare	Diff/Patch Frontend		"kompare %U"	UI	OnDisplay	Shown	text/x-patch	Qt, KDE, Development	
org.kde.mboximporter.desktop	MBoxImporter			"mboximporter %u"	UI	OnDisplay	Hidden	application/mbox	Qt, KDE, Office, Network, Email	
org.kde.ksame.desktop	SameGame	Board Game		"klickety --KSameMode -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, StrategyGame	
xpdf.desktop	X PDF	PDF Viewer		"xpdf"	UI	OnDisplay	Shown	application/pdf	Graphics	
org.kde.kanagram.desktop	Kanagram	Letter Order Game	KDE Letter Order Game	"kanagram"	UI	OnDisplay	Shown		Qt, KDE, Education, Languages, Game, KidsGame	
org.kde.mobile.okular_djvu.desktop	Reader	Document viewer	Viewer for various types of documents	"okularkirigami %u"	UI	NoDisplay	Shown	image/vnd.djvu	Qt, KDE, Graphics, Office, Viewer	
thunar-bulk-rename.desktop	Bulk Rename	Bulk Rename	Rename Multiple Files	"thunar --bulk-rename %F"	UI	OnDisplay	Shown		Utility, Core, GTK, Filesystem	bulk, renamer, renaming, thunar, files, folders, directory, directories
org.kde.klickety.desktop	Klickety	Board Game		"klickety -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, StrategyGame	
jmacs.desktop	Joe's Own Editor - EMACS Emulation	Text Editor	View and edit files	"/usr/bin/jmacs %F"	Terminal	OnDisplay	Shown	text/english, text/plain, text/x-makefile, text/x-c++hdr, text/x-c++src, text/x-chdr, text/x-csrc, text/x-java, text/x-moc, text/x-pascal, text/x-tcl, text/x-tex, application/x-shellscript, text/x-c, text/x-c++	Utility, Development, TextEditor	
kcm_workspace.desktop	General Behavior			"systemsettings kcm_workspace"	UI	NoDisplay	Shown			
org.kde.kfind.desktop	KFind	Find Files/Folders		"kfind %u"	UI	OnDisplay	Shown		Qt, KDE, Utility	
mozilla-firefox.desktop	Firefox	Web Browser		"firefox %u"	UI	OnDisplay	Shown	text/html, text/xml, application/xhtml+xml, application/vnd.mozilla.xul+xml, text/mml, x-scheme-handler/http, x-scheme-handler/https	Network, WebBrowser	
pidgin.desktop	Pidgin	Internet Messenger	Chat over IM.  Supports XMPP, IRC, and more	"pidgin"	UI	OnDisplay	Shown		GTK, Network, InstantMessaging	chat, talk, im, message, bonjour, gadu-gadu, irc, groupwise, jabber, sametime, silc, simple, xmpp, zephyr
org.kde.kmahjongg.desktop	KMahjongg	Mahjongg Solitaire		"kmahjongg -qwindowtitle %c"	UI	OnDisplay	Shown		Qt, KDE, Game, BoardGame	
org.kde.k3b.desktop	K3b	Disk Burning	Disk writing program	"k3b %U"	UI	OnDisplay	Shown	application/x-k3b, application/x-iso, application/x-cd-image, application/x-cue, x-content/blank-cd, x-content/blank-dvd, x-content/blank-bd, x-content/blank-hddvd	KDE, Qt, AudioVideo, DiscBurning, Filesystem	
org.kde.elisa.desktop	Elisa	Music Player		"elisa %U"	UI	OnDisplay	Shown	audio/aac, audio/mp4, audio/mpeg, audio/mpegurl, audio/vnd.rn-realaudio, audio/vorbis, audio/x-flac, audio/x-mp3, audio/x-mpegurl, audio/x-ms-wma, audio/x-musepack, audio/x-oggflac, audio/x-pn-realaudio, audio/x-scpls, audio/x-speex, audio/x-vorbis, audio/x-wav, application/x-ogm-audio, audio/x-vorbis+ogg, audio/ogg	Qt, KDE, Audio, AudioVideo	
org.kde.skanpage.desktop	Skanpage	Multi-Page Document Scanning Application	Scan and save multi-page documents	"skanpage"	UI	OnDisplay	Shown		Qt, KDE, Graphics, Scanning	
WPrefs.desktop	WPrefs		Window Maker Preferences	"WPrefs"	UI	OnDisplay	Shown		Settings, DesktopSettings	
org.kde.marble-qt.desktop	Marble	Virtual Globe	Navigation and Maps	"marble-qt %F"	UI	OnDisplay	Shown		Qt, KDE, Education, Geoscience, Geography, Science, Maps	
kcm_virtualkeyboard.desktop	Virtual Keyboard			"systemsettings kcm_virtualkeyboard"	UI	NoDisplay	Shown			
marble_geojson.desktop	Marble	Virtual Globe		"marble %F"	UI	NoDisplay	Shown	application/geo+json	Qt, KDE, Education, Geography	
org.kde.kalzium_cml.desktop	Kalzium			"kalzium -qwindowtitle %c -molecule %f"	UI	NoDisplay	Shown	chemical/x-cml		
kcm_kwin_scripts.desktop	KWin Scripts			"systemsettings kcm_kwin_scripts"	UI	NoDisplay	Shown			
org.xfce.mousepad.desktop	Mousepad	Text Editor	Simple Text Editor	"mousepad %U"	UI	OnDisplay	Shown	text/plain, application/x-zerosize	Utility, TextEditor, GTK	
org.kde.palapeli.desktop	Palapeli	Jigsaw puzzle game		"palapeli %u"	UI	OnDisplay	Shown	application/x-palapeli-puzzle	Qt, KDE, Game, LogicGame	
org.gtk.Demo4.desktop	GTK Demo		GTK code examples and demonstrations	"gtk4-demo"	UI	OnDisplay	Shown		Development, GTK	
kwalletmanager5-kwalletd.desktop	KDE Wallet Management Tool		KDE Wallet Management Tool	"kwalletmanager5 --kwalletd"	UI	NoDisplay	Shown			
org.kde.kaddressbook.desktop	KAddressBook	Contact Manager		"kaddressbook %u"	UI	OnDisplay	Shown		Qt, KDE, Office, ContactManagement	
kaddressbook-importer.desktop	KAddressbook import file		KAddressBook running in file import mode	"kaddressbook --import %u"	UI	NoDisplay	Shown	text/vcard, text/x-ldif	Qt, KDE, Office, ContactManagement	
xpaint.desktop	XPaint		Xpaint painting application	"xpaint %f"	UI	OnDisplay	Shown	image/bmp, image/g3fax, image/gif, image/x-fits, image/x-pcx, image/x-portable-anymap, image/x-portable-bitmap, image/x-portable-graymap, image/x-portable-pixmap, image/x-psd, image/x-sgi, image/x-tga, image/x-xbitmap, image/x-xwindowdump, image/tiff, image/jpeg, application/postscript, image/png, image/x-icon, image/x-xpixmap, application/pdf, image/jp2, image/x-xcursor	Graphics, 2DGraphics, RasterGraphics	
kcm_breezedecoration.desktop	Breeze Window Decoration			"kcmshell5 kcm_breezedecoration"	UI	NoDisplay	Shown			
kcm_kwinrules.desktop	Window Rules			"systemsettings kcm_kwinrules"	UI	NoDisplay	Shown			
xfce4-file-manager.desktop	File Manager		Browse the file system	"exo-open --launch FileManager %u"	UI	OnDisplay	Shown		Utility, X-XFCE, X-Xfce-Toplevel	
org.kde.dragonplayer.desktop	Dragon Player	Video Player		"dragon %u"	UI	OnDisplay	Shown	video/ogg, video/x-theora+ogg, video/x-ogm+ogg, video/x-ms-wmv, video/x-msvideo, video/x-ms-asf, video/x-matroska, video/mpeg, video/avi, video/quicktime, video/vnd.rn-realvideo, video/x-flic, video/mp4, video/x-flv, video/webm, application/x-cd-image	Qt, KDE, AudioVideo, Player	
org.kde.kimagemapeditor.desktop	KImageMapEditor	HTML Image Map Editor		"kimagemapeditor -qwindowtitle %c %F"	UI	OnDisplay	Shown	text/html	Qt, KDE, Development, WebDevelopment	
org.kde.ark.desktop	Ark	Archiving Tool	Work with file archives	"ark %U"	UI	OnDisplay	Shown	application/x-deb, application/x-cd-image, application/x-bcpio, application/x-cpio, application/x-cpio-compressed, application/x-sv4cpio, application/x-sv4crc, application/x-rpm, application/x-compress, application/gzip, application/x-bzip, application/x-lzma, application/x-xz, application/zlib, application/zstd, application/x-lz4, application/x-lzip, application/x-lrzip, application/x-lzop, application/x-source-rpm, application/vnd.debian.binary-package, application/vnd.ms-cab-compressed, application/x-xar, application/x-iso9660-appimage, application/x-archive, application/x-tar, application/x-compressed-tar, application/x-bzip-compressed-tar, application/x-tarz, application/x-xz-compressed-tar, application/x-lzma-compressed-tar, application/x-lzip-compressed-tar, application/x-tzo, application/x-lrzip-compressed-tar, application/x-lz4-compressed-tar, application/x-zstd-compressed-tar, application/vnd.rar, application/x-7z-compressed, application/zip, application/x-java-archive, application/x-lha, application/x-stuffit, application/x-arj, application/arj	Qt, KDE, Utility, Archiving, Compression, X-KDE-Utilities-File	
org.kde.picmi.desktop	Picmi	Logic Game	A number logic game	"picmi"	UI	OnDisplay	Shown		Qt, KDE, Game, LogicGame	
org.kde.ktimer.desktop	KTimer	Countdown Launcher	Desktop stopwatch	"ktimer"	UI	OnDisplay	Shown		Qt, KDE, Utility	
xscreensaver-settings.desktop	XScreenSaver Settings		Change screensaver properties	"xscreensaver-settings"	UI	OnDisplay	Shown		Settings, DesktopSettings, Screensaver, Security, GNOME, GTK, KDE, Motif, Qt, X-GNOME-Settings-Panel, X-GNOME-SystemSettings, X-Unity-Settings-Panel, X-XFCE-SettingsDialog, X-XFCE-SystemSettings	
